Genome,portal_link,DMAT,HYBRID,NRPS,NRPS-Like,PKS,PKS-Like,TC,Total
Aspergillus minisclerotigenes CBS 117635 v1.0,https://mycocosm.jgi.doe.gov/Aspmin1,11,1,16,18,26,7,4,83
Aspergillus miraensis CBS 140625 v1.0,https://mycocosm.jgi.doe.gov/Aspmir1,5,3,7,13,34,4,4,70
Aspergillus multicolor v1.0,https://mycocosm.jgi.doe.gov/Aspmul1_1,4,3,10,17,28,5,2,69
Aspergillus multiplicatus CBS 646958 v1.0,https://mycocosm.jgi.doe.gov/Aspmult1,2,1,4,8,6,3,3,27
Aspergillus muricatus v1.0,https://mycocosm.jgi.doe.gov/Aspmuri1,8,3,14,22,29,3,4,83
Aspergillus nakazawae v1.0,https://mycocosm.jgi.doe.gov/Aspnaka1,9,3,10,25,33,3,7,90
Aspergillus navahoensis v1.0,https://mycocosm.jgi.doe.gov/Aspnav1_1,4,2,11,17,33,5,2,74
Aspergillus neoauricomus CBS112787 v1.0,https://mycocosm.jgi.doe.gov/Aspneoa1,6,5,10,23,33,3,4,84
Aspergillus neoconicus CBS 233.90 v1.0,https://mycocosm.jgi.doe.gov/Aspneoc1,1,0,7,8,8,3,0,27
Aspergillus neoechinulatus CBS120.55 v1.0,https://mycocosm.jgi.doe.gov/Aspne1,4,0,9,11,28,3,2,57
Aspergillus neoflavipes CBS 260.73 v1.0,https://mycocosm.jgi.doe.gov/Aspneof1,9,3,19,25,18,2,3,79
Aspergillus neoindicus CBS 444.75 v1.0,https://mycocosm.jgi.doe.gov/Aspneoi1,8,2,17,19,20,3,2,71
Aspergillus neoniger CBS 115656 v1.0,https://mycocosm.jgi.doe.gov/Aspneo1,3,4,13,16,29,6,9,80
Aspergillus neowarcupii IBT 29024 v1.0,https://mycocosm.jgi.doe.gov/Aspneow1,3,1,10,13,21,2,3,53
Aspergillus nidulans,https://mycocosm.jgi.doe.gov/Aspnid1,5,1,9,13,22,5,1,56
Aspergillus niger (lacticoffeatus) CBS 101883 v1.0,https://mycocosm.jgi.doe.gov/Asplac1,2,9,16,16,23,6,7,79
Aspergillus niger (phoenicis Corda) Thom ATCC 13157 v1.0,https://mycocosm.jgi.doe.gov/Aspph1,2,9,15,18,26,5,6,81
Aspergillus niger ATCC 1015 v4.0,https://mycocosm.jgi.doe.gov/Aspni7,2,9,16,16,27,4,6,80
Aspergillus niger CBS 513.88,https://mycocosm.jgi.doe.gov/Aspni_DSM_1,2,6,14,15,29,5,6,77
Aspergillus niger NRRL3,https://mycocosm.jgi.doe.gov/Aspni_NRRL3_1,2,9,16,16,29,4,6,82
Aspergillus niger van Tieghem ATCC 13496 v1.0,https://mycocosm.jgi.doe.gov/Aspni_bvT_1,2,8,15,14,29,4,7,79
Aspergillus nishimurae IFM 54133 v1.0,https://mycocosm.jgi.doe.gov/Aspnis1,2,1,2,9,6,3,3,26
Aspergillus nomius IBT 12657 v1.0,https://mycocosm.jgi.doe.gov/Aspnom1,7,1,16,18,24,6,3,75
Aspergillus nomius NRRL 13137,https://mycocosm.jgi.doe.gov/Aspnom13137_1,5,3,19,19,26,5,4,81
Aspergillus novofumigatus IBT 16806 v1.0,https://mycocosm.jgi.doe.gov/Aspnov1,4,3,16,5,24,2,2,56
Aspergillus novoparasiticus CBS 126849 v1.0,https://mycocosm.jgi.doe.gov/Aspnovo1,8,1,16,18,25,6,3,77
Aspergillus nutans CBS 121.56 v1.0,https://mycocosm.jgi.doe.gov/Aspnut1,3,2,27,15,15,4,2,68
Aspergillus ochraceoroseus IBT 24754 v1.0,https://mycocosm.jgi.doe.gov/Aspoch1,4,2,6,3,10,2,1,28
Aspergillus ochraceoroseus SRRC1432,https://mycocosm.jgi.doe.gov/Aspoch1432_1,4,1,6,4,9,3,1,28
Aspergillus oerlinghausenensis CBS 139183 v1.0,https://mycocosm.jgi.doe.gov/Aspoer1,7,0,10,7,12,2,0,38
Aspergillus olivicola v1.0,https://mycocosm.jgi.doe.gov/Aspoli1_1,5,2,7,12,29,4,3,62
Aspergillus oryzae RIB40,https://mycocosm.jgi.doe.gov/Aspor1,9,2,14,15,23,5,2,70
Aspergillus ostianus v1.0,https://mycocosm.jgi.doe.gov/Asposti1,8,4,12,17,34,4,4,83
Aspergillus paleaceus CBS 498.65 v1.0,https://mycocosm.jgi.doe.gov/Asppal1_1,2,0,7,7,8,3,1,28
Aspergillus papuensis CBS 841.96 v1.0,https://mycocosm.jgi.doe.gov/Asppap1,4,2,6,10,10,1,3,36
Aspergillus parasiticus CBS 117618 v1.0,https://mycocosm.jgi.doe.gov/Asppar1,11,0,22,17,26,6,5,87
Aspergillus parvisclerotigenus CBS 121.62 v1.0,https://mycocosm.jgi.doe.gov/Asppari1,8,4,14,14,20,5,3,68
Aspergillus parvulus CBS 136.61 v1.0,https://mycocosm.jgi.doe.gov/Aspparv1,5,2,18,14,18,6,1,64
Aspergillus penicilloides CBS 540.65 v1.0,https://mycocosm.jgi.doe.gov/Asppeni1,1,1,6,6,11,3,0,28
Aspergillus pernambucoensis CBS 137449 v1.0,https://mycocosm.jgi.doe.gov/Asppern1,5,0,7,10,6,2,2,32
Aspergillus persii CBS 112795 v1.0,https://mycocosm.jgi.doe.gov/Aspper1,6,10,16,24,43,4,3,106
Aspergillus petrakii CBS 105.57 v1.0,https://mycocosm.jgi.doe.gov/Asppet1,7,4,13,20,35,3,4,86
Aspergillus piperis CBS 112811 v1.0,https://mycocosm.jgi.doe.gov/Asppip1,2,6,14,20,30,5,8,85
Aspergillus primulinus CBS 253.94 v1.0,https://mycocosm.jgi.doe.gov/Asppri1,2,0,6,9,7,3,1,28
Aspergillus pseudocaelatus CBS 117616 v1.0,https://mycocosm.jgi.doe.gov/Asppsec1,8,3,15,18,18,10,4,76
Aspergillus pseudodeflectus v1.0,https://mycocosm.jgi.doe.gov/Asppdef1,5,1,9,15,26,4,6,66
Aspergillus pseudofelis IBT 34107 v1.0,https://mycocosm.jgi.doe.gov/Asppsf1,7,3,19,11,30,2,3,75
Aspergillus pseudonomius CBS 119388 v1.0,https://mycocosm.jgi.doe.gov/Asppsen1,6,1,17,19,23,6,3,75
Aspergillus pseudotamarii CBS 117625 v1.0,https://mycocosm.jgi.doe.gov/Asppset1,7,5,16,19,24,7,4,82
Aspergillus pseudoterreus DTO 47-E6 v1.0,https://mycocosm.jgi.doe.gov/Asppterr1,8,5,11,16,23,2,2,67
Aspergillus pseudoustus CBS 123904 v1.0,https://mycocosm.jgi.doe.gov/Asppust1,6,0,15,14,26,3,4,68
Aspergillus pseudoviridinutans IBT 34175 v1.0,https://mycocosm.jgi.doe.gov/Asppsev1,7,1,18,13,28,5,2,74
Aspergillus pulvericola CBS 137327 v1.0,https://mycocosm.jgi.doe.gov/Asppul1,10,6,13,25,34,3,4,95
Aspergillus puulaauensis IBT 32284 v1.0,https://mycocosm.jgi.doe.gov/Asppuu1,9,3,12,15,22,3,1,65
Aspergillus quadrilineatus (floriformis) CBS 937.73 v1.0,https://mycocosm.jgi.doe.gov/Aspquaf1,3,2,9,13,34,8,2,71
Aspergillus quadrilineatus (gemmatus) CBS 853.96 v1.0,https://mycocosm.jgi.doe.gov/Aspquag1,3,3,11,16,29,6,3,71
Aspergillus rambellii 100887 v1.0,https://mycocosm.jgi.doe.gov/Aspramb1,3,2,6,4,11,2,1,29
Aspergillus rambellii SRRC1468,https://mycocosm.jgi.doe.gov/Aspram1,3,1,8,4,11,3,1,31
Aspergillus recurvatus v1.0,https://mycocosm.jgi.doe.gov/Asprec1_1,5,2,8,12,31,6,2,66
Aspergillus restrictus CBS 118.33 v1.0,https://mycocosm.jgi.doe.gov/Aspres1,0,1,4,9,6,2,0,22
Aspergillus rhizopodus v1.0,https://mycocosm.jgi.doe.gov/Asprhi1,4,4,14,6,18,4,3,53
Aspergillus robustus CBS 428.77 v1.0,https://mycocosm.jgi.doe.gov/Asprobu1,2,4,20,16,19,4,5,70
Aspergillus roseoglobulosus CBS112800 v1.0,https://mycocosm.jgi.doe.gov/Aspros1,8,6,16,27,34,4,8,103
Aspergillus saccharolyticus JOP 1030-1 v1.0,https://mycocosm.jgi.doe.gov/Aspsac1,3,2,14,15,11,6,0,51
Aspergillus sclerotiicarbonarius CBS 121057 v1.0,https://mycocosm.jgi.doe.gov/Aspscle1,3,6,14,22,25,6,3,79
Aspergillus sclerotioniger CBS115572 v1.0,https://mycocosm.jgi.doe.gov/Aspscl1,3,5,9,21,21,5,5,69
Aspergillus sclerotiorum CBS 549.65 v1.0,https://mycocosm.jgi.doe.gov/Aspsc1,6,11,14,24,38,4,4,101
Aspergillus sepultus CBS 257.85 v1.0,https://mycocosm.jgi.doe.gov/Aspsep1,0,2,12,16,27,3,4,64
Aspergillus sergii CBS 130017 v1.0,https://mycocosm.jgi.doe.gov/Aspser1,9,0,16,22,26,7,3,83
Aspergillus sesamicola CBS 137324 v1.0,https://mycocosm.jgi.doe.gov/Aspses1,8,3,13,23,31,4,2,84
Aspergillus shendaweii IBT 34197 v1.0,https://mycocosm.jgi.doe.gov/Aspshe1,4,0,7,8,8,4,4,35
Aspergillus siamensis CBS 137452 v1.0,https://mycocosm.jgi.doe.gov/Aspsia1,4,1,17,11,19,4,2,58
Aspergillus silvaticus CBS 128.55 v1.0,https://mycocosm.jgi.doe.gov/Aspsil1,6,4,8,10,21,5,2,56
Aspergillus similis v1.0,https://mycocosm.jgi.doe.gov/Aspsim1_1,5,3,8,15,22,6,2,61
Aspergillus spathulatus CBS 408.89 v1.0,https://mycocosm.jgi.doe.gov/Aspspa1,3,1,2,10,6,2,3,27
Aspergillus spectabilis CBS 429.77A v1.0,https://mycocosm.jgi.doe.gov/Aspspe1_1,6,1,13,20,36,4,3,83
Aspergillus spinosus CBS 483.65 v1.0,https://mycocosm.jgi.doe.gov/Aspspi1,10,2,12,8,14,4,2,52
Aspergillus stella-maris CBS 113639 v1.0,https://mycocosm.jgi.doe.gov/Aspstel1_1,5,1,10,13,36,3,5,73
Aspergillus stercoraria CBS 428.93 v1.0,https://mycocosm.jgi.doe.gov/Aspstec1_1,4,1,7,11,26,4,4,57
Aspergillus steynii IBT 23096 v1.0,https://mycocosm.jgi.doe.gov/Aspste1,9,9,17,22,29,3,4,93
Aspergillus subauricomus CBS 638.78 v1.0,https://mycocosm.jgi.doe.gov/Aspsub1,7,4,18,20,34,3,7,93
Aspergillus sublatus IBT 19356 v1.0,https://mycocosm.jgi.doe.gov/Aspsublat1,4,1,10,13,28,4,3,63
Aspergillus subramanianii CBS 138230 v1.0,https://mycocosm.jgi.doe.gov/Aspsubr1,6,10,14,22,48,4,5,109
Aspergillus sulphureus CBS 550.65 v1.0,https://mycocosm.jgi.doe.gov/Aspsul1,8,9,17,23,36,4,6,103
Aspergillus sydowii CBS 593.65 v1.0,https://mycocosm.jgi.doe.gov/Aspsy1,7,2,13,11,17,2,0,52
Aspergillus taichungensis IBT 19404 v1.0,https://mycocosm.jgi.doe.gov/Asptaic1,5,3,10,9,11,4,1,43
Aspergillus tamarii CBS 117626 v1.0,https://mycocosm.jgi.doe.gov/Asptam1,11,3,19,18,22,6,2,81
Aspergillus tanneri DTO 303-18 v1.0,https://mycocosm.jgi.doe.gov/Asptan1,7,9,23,12,41,5,4,101
Aspergillus templicola CBS 138181 v1.0,https://mycocosm.jgi.doe.gov/Asptem1,9,2,17,21,20,5,2,76
Aspergillus tennesseensis IBT 32283 v1.0,https://mycocosm.jgi.doe.gov/Aspten1,7,2,10,13,22,4,1,59
Aspergillus terreus NIH 2624,https://mycocosm.jgi.doe.gov/Aspte1,5,1,15,17,24,2,2,66
Aspergillus tetrazonus CBS 591.65A v1.0,https://mycocosm.jgi.doe.gov/Asptetr1,4,1,11,14,28,7,2,67
Aspergillus thermomutatus v1.0,https://mycocosm.jgi.doe.gov/Aspthe1,4,4,9,10,19,3,3,52
Aspergillus thesauricus IBT 34227 v1.0,https://mycocosm.jgi.doe.gov/Aspth1,6,1,7,15,21,2,6,58
Aspergillus transcarpathicus CBS 423.68 v1.0,https://mycocosm.jgi.doe.gov/Asptran1,4,0,19,10,17,5,5,60
Aspergillus transmontanensis CBS 130015 v1.0,https://mycocosm.jgi.doe.gov/Asptra1,12,2,14,16,28,5,3,80
Aspergillus trinidadensis IBT 32571 v1.0,https://mycocosm.jgi.doe.gov/Asptri1,5,1,17,25,22,3,1,74
Aspergillus triticus CBS266.81 v1.0,https://mycocosm.jgi.doe.gov/Asptr1,5,2,11,7,23,2,2,52
Aspergillus tsurutae IBT 34206 v1.0,https://mycocosm.jgi.doe.gov/Asptsu1,3,0,7,7,10,3,1,31
Aspergillus tubingensis v1.0,https://mycocosm.jgi.doe.gov/Asptu1,2,7,14,19,31,6,6,85
Aspergillus turcosus IBT 27921 v1.0,https://mycocosm.jgi.doe.gov/Asptur1,3,2,11,11,12,3,2,44
Aspergillus udagawae IFM 46973,https://mycocosm.jgi.doe.gov/Aspuda1,5,3,13,10,25,3,3,62
Aspergillus undulatus CBS 261.88 v1.0,https://mycocosm.jgi.doe.gov/Aspund1_1,5,1,6,15,21,3,3,54
Aspergillus unguis CBS132.55 v1.0,https://mycocosm.jgi.doe.gov/Aspung1,1,2,9,15,13,2,1,43
Aspergillus uvarum CBS 121591 v1.0,https://mycocosm.jgi.doe.gov/Aspuva1,4,3,17,21,21,3,2,71
Aspergillus vadensis CBS 113365 v1.0,https://mycocosm.jgi.doe.gov/Aspvad1,2,5,13,22,27,5,4,78
Aspergillus varians CBS 505.65 v1.0,https://mycocosm.jgi.doe.gov/Aspvar1,9,1,11,10,17,3,2,53
Aspergillus venezuelensis CBS 868.97 v1.0,https://mycocosm.jgi.doe.gov/Aspven1,7,1,13,12,37,4,3,77
Aspergillus versicolor v1.0,https://mycocosm.jgi.doe.gov/Aspve1,6,2,15,13,22,4,1,63
Aspergillus violaceofuscus CBS 115571 v1.0,https://mycocosm.jgi.doe.gov/Aspvio1,6,3,19,20,17,4,3,72
Aspergillus viridinutans CBS 127.56 v1.0,https://mycocosm.jgi.doe.gov/Aspvir1,6,2,10,9,21,3,5,56
Aspergillus waksmanii IBT 31900 v1.0,https://mycocosm.jgi.doe.gov/Aspwak1,2,2,8,8,11,2,3,36
Aspergillus welwitschiae CBS139.54b v1.0,https://mycocosm.jgi.doe.gov/Aspwel1,2,7,15,20,26,4,7,81
Aspergillus wentii v1.0,https://mycocosm.jgi.doe.gov/Aspwe1,2,3,12,14,20,2,5,58
Aspergillus westerdijkiae CBS 112803 v1.0,https://mycocosm.jgi.doe.gov/Aspwest1,10,5,16,22,30,5,6,94
Aspergillus westlandensis CBS 123905 v1.0,https://mycocosm.jgi.doe.gov/Aspwes1,7,5,12,24,27,4,7,86
Aspergillus zonatus v1.0,https://mycocosm.jgi.doe.gov/Aspzo1,1,0,6,8,12,3,2,32
Astrocystis sublimbata CBS 130006 v1.0,https://mycocosm.jgi.doe.gov/Astsub1,5,6,7,14,49,5,9,95
Atractiellales rhizophila v2.0,https://mycocosm.jgi.doe.gov/Atrsp2,0,0,1,3,1,0,6,11
Atropellis piniphila CBS 197.64 v1.0,https://mycocosm.jgi.doe.gov/Atrpi1,3,0,3,7,14,3,3,33
Aulographum hederae v2.0,https://mycocosm.jgi.doe.gov/Aulhe2,0,0,1,4,4,2,0,11
Aureobasidium pullulans NBB 7.2.1 v1.0,https://mycocosm.jgi.doe.gov/AurpulNBB1,0,0,3,11,5,2,0,21
Aureobasidium pullulans var. melanogenum CBS 110374,https://mycocosm.jgi.doe.gov/Aurpu_var_mel1,0,0,2,7,4,2,1,16
Aureobasidium pullulans var. namibiae CBS 147.97,https://mycocosm.jgi.doe.gov/Aurpu_var_nam1,0,0,2,8,4,2,0,16
Aureobasidium pullulans var. pullulans EXF-150,https://mycocosm.jgi.doe.gov/Aurpu_var_pul1,1,0,4,12,6,2,0,25
Aureobasidium pullulans var. subglaciale EXF-2481,https://mycocosm.jgi.doe.gov/Aurpu_var_sub1,0,1,2,11,7,2,1,24
Auricularia subglabra v2.0,https://mycocosm.jgi.doe.gov/Aurde3_1,4,0,1,10,2,0,9,26
Auriculariopsis ampla NL-1724 v1.0,https://mycocosm.jgi.doe.gov/Auramp1,1,0,5,6,2,0,2,16
Auriscalpium vulgare FP105234-Sp v1.0,https://mycocosm.jgi.doe.gov/Aurvu1,0,0,0,6,1,0,12,19
Babjeviella inositovora NRRL Y-12698 v1.0,https://mycocosm.jgi.doe.gov/Babin1,0,0,0,1,0,2,0,3
Backusella circina FSU 941 v1.0,https://mycocosm.jgi.doe.gov/Bacci1,0,0,1,5,2,1,0,9
Basidioascus undulatus,https://mycocosm.jgi.doe.gov/Basun1,0,0,2,1,0,1,0,4
Basidiobolus meristosporus CBS 931.73 v1.0,https://mycocosm.jgi.doe.gov/Basme2finSC,0,0,17,5,4,2,2,30
Batrachochytrium dendrobatidis JAM81 v1.0,https://mycocosm.jgi.doe.gov/Batde5,0,0,1,1,0,2,0,4
Batrachochytrium salamandrivorans BS,https://mycocosm.jgi.doe.gov/Batsa1,0,0,1,1,0,2,0,4
Baudoinia compniacensis UAMH 10762 (4089826) v1.0,https://mycocosm.jgi.doe.gov/Bauco1,0,0,2,6,2,2,1,13
Beauveria bassiana ARSEF 2860,https://mycocosm.jgi.doe.gov/Beaba1,0,3,12,10,11,3,2,41
Beauveria brongniartii RCEF 3172,https://mycocosm.jgi.doe.gov/Corbr1,0,2,9,8,13,4,1,37
Benjaminiella poitrasii RSA 903 v1.0,https://mycocosm.jgi.doe.gov/Benpoi1,0,0,1,5,2,1,0,9
Bifiguratus adelaidae AZ0501,https://mycocosm.jgi.doe.gov/Bifad1,0,0,0,4,2,1,1,8
Bimuria novae-zelandiae CBS 107.79 v1.0,https://mycocosm.jgi.doe.gov/Bimnz1,5,1,6,8,15,5,2,42
Biscogniauxia marginata CBS 124505 v1.0,https://mycocosm.jgi.doe.gov/Bisma1,6,3,4,17,26,3,7,66
Biscogniauxia mediterranea AZ0048 v1.0,https://mycocosm.jgi.doe.gov/Bisme1,2,2,6,10,21,3,6,50
Biscogniauxia mediterranea CBS 129072 v1.0,https://mycocosm.jgi.doe.gov/Bismed1,2,4,5,9,23,2,6,51
Biscogniauxia nummularia v1.0,https://mycocosm.jgi.doe.gov/Bisnum1,1,2,5,10,25,4,10,57
Biscogniauxia sp. FL1348 v1.0,https://mycocosm.jgi.doe.gov/Biscog1,1,6,5,9,20,3,8,52
Bisporella sp. PMI_857 v1.0,https://mycocosm.jgi.doe.gov/Bissp1,6,1,8,9,28,4,3,59
Bjerkandera adusta v1.0,https://mycocosm.jgi.doe.gov/Bjead1_1,0,0,0,14,3,0,4,21
Blakeslea trispora F921 v1.0,https://mycocosm.jgi.doe.gov/Blatri_F921_1,0,0,1,3,1,1,0,6
Blakeslea trispora F986 v1.0,https://mycocosm.jgi.doe.gov/Blatri_F986_2,0,0,1,3,1,1,0,6
Blakeslea trispora NRRL 2456 v1.0,https://mycocosm.jgi.doe.gov/Blatri1,0,0,1,3,1,1,0,6
Blastobotrys (Arxula) adeninivorans,https://mycocosm.jgi.doe.gov/Arxad1,0,0,0,1,0,2,0,3
Blastocladiella britannica v1.0,https://mycocosm.jgi.doe.gov/Blabri1,0,0,0,1,1,1,0,3
Blastomyces dermatitidis ER-3,https://mycocosm.jgi.doe.gov/Blader1,3,0,3,4,1,2,0,13
Blastomyces dermatitidis SLH14081,https://mycocosm.jgi.doe.gov/Blade1,2,0,4,4,1,2,0,13
Blastomyces percursus EI222,https://mycocosm.jgi.doe.gov/Blape1,1,0,4,4,2,2,0,13
Blumeria graminis f. sp. hordei 5874 v1.0,https://mycocosm.jgi.doe.gov/Bgh5874_1,0,0,1,2,1,2,0,6
Blumeria graminis f. sp. hordei DH14,https://mycocosm.jgi.doe.gov/Blugr2,0,0,1,2,1,2,0,6
Blumeria graminis f. sp. hordei Race1,https://mycocosm.jgi.doe.gov/BlugrR1_1,0,0,1,2,1,2,0,6
Blumeria graminis f. sp. tritici 96224 v3.16,https://mycocosm.jgi.doe.gov/Blugra3_16,0,0,1,2,1,2,0,6
Blyttiomyces helicus single-cell v1.0,https://mycocosm.jgi.doe.gov/Blyhe1,0,0,0,1,0,2,0,3
Boeremia exigua MPI-SDFR-AT-0100 v1.0,https://mycocosm.jgi.doe.gov/Boeex1,0,1,4,8,5,2,1,21
Bolbitius vitellinus SZMC-NL-1974 v1.0,https://mycocosm.jgi.doe.gov/Bolvit1,0,1,1,2,2,0,4,10
Boletus coccyginus 2016PMI039 v1.0,https://mycocosm.jgi.doe.gov/Bolcoc1,0,2,1,8,3,0,8,22
Boletus edulis BED1 v4.0,https://mycocosm.jgi.doe.gov/Boled5,0,1,0,9,2,0,8,20
Boletus edulis Přilba v1.0,https://mycocosm.jgi.doe.gov/Boledp1,0,1,0,7,1,1,8,18
Boliniaceae sp. AZ0804 v1.0,https://mycocosm.jgi.doe.gov/Cornip1,1,3,5,15,22,4,3,53
Bombardia bombarda SMH3391-2 v1.0,https://mycocosm.jgi.doe.gov/Bombom1,5,3,4,7,18,4,3,44
Boreostereum radiatum TFC1981-005 v1.0,https://mycocosm.jgi.doe.gov/Borrad1,0,0,0,16,3,1,11,31
Botryobasidium botryosum v1.0,https://mycocosm.jgi.doe.gov/Botbo1,0,0,3,7,6,1,4,21
Botryosphaeria dothidea,https://mycocosm.jgi.doe.gov/Botdo1_1,0,2,17,14,24,4,8,69
Botryozyma mucatilis CBS 9042 v1.0,https://mycocosm.jgi.doe.gov/Botmuc1,0,0,1,1,0,2,0,4
Botrytis cinerea T4,https://mycocosm.jgi.doe.gov/Botcin1,2,1,6,14,14,4,2,43
Botrytis cinerea v1.0,https://mycocosm.jgi.doe.gov/Botci1,2,1,7,14,13,6,2,45
Bretziella fagacearum C519 v1.0,https://mycocosm.jgi.doe.gov/Brefa1,0,0,2,2,3,3,0,10
Bulgaria inquinans CBS118.31 v1.0,https://mycocosm.jgi.doe.gov/Bulin1,0,1,3,8,8,2,0,22
Byssochlamys spectabilis No. 5,https://mycocosm.jgi.doe.gov/Byssp1,2,1,3,10,5,2,3,26
Byssothecium circinans CBS 675.92 v1.0,https://mycocosm.jgi.doe.gov/Bysci1,4,1,6,10,25,3,3,52
Cadophora sp. DSE1049 v1.0,https://mycocosm.jgi.doe.gov/Cadsp1,3,4,6,12,15,2,5,47
Caecomyces churrovis A v1.0,https://mycocosm.jgi.doe.gov/Caecom1,0,0,1,2,7,3,0,13
Caliciopsis orientalis,https://mycocosm.jgi.doe.gov/Calor1,0,1,6,10,11,3,0,31
Calocera cornea v1.0,https://mycocosm.jgi.doe.gov/Calco1,0,0,0,7,2,0,4,13
Calocera viscosa v1.0,https://mycocosm.jgi.doe.gov/Calvi1,0,0,0,4,2,0,2,8
Caloscypha fulgens ATCC 42695 v1.0,https://mycocosm.jgi.doe.gov/Calful1,4,0,1,4,2,2,2,15
Calosphaeria pulchella,https://mycocosm.jgi.doe.gov/Calpu1,0,2,3,10,21,2,1,39
Calycina marina TRa3180A v1.0,https://mycocosm.jgi.doe.gov/Calmar1,1,0,5,4,4,4,1,19
Camillea tinctor CBS 203.56 v1.0,https://mycocosm.jgi.doe.gov/CtCBS203_1,1,7,7,16,21,3,11,66
Candida albicans SC5314,https://mycocosm.jgi.doe.gov/Canalb1,0,0,0,1,0,2,0,3
Candida arabinofermentans NRRL YB-2248 v1.0,https://mycocosm.jgi.doe.gov/Canar1,0,0,0,1,0,2,0,3
Candida boidinii NRRL Y-2332,https://mycocosm.jgi.doe.gov/Canbo1,0,0,0,1,0,2,0,3
Candida dubliniensis CD36,https://mycocosm.jgi.doe.gov/Candu1,0,0,0,1,0,2,0,3
Candida orthopsilosis Co 90-125,https://mycocosm.jgi.doe.gov/Canor1,0,0,0,1,0,2,0,3
Candida parapsilosis CDC317,https://mycocosm.jgi.doe.gov/Canpa1,0,0,0,1,0,2,0,3
Candida tanzawaensis NRRL Y-17324 v1.0,https://mycocosm.jgi.doe.gov/Canta1,0,0,0,1,0,2,0,3
Candida tenuis NRRL Y-1498 v1.0,https://mycocosm.jgi.doe.gov/Cante1,0,0,0,1,0,2,0,3
Candida tropicalis MYA3404,https://mycocosm.jgi.doe.gov/Cantro1,0,0,0,1,0,2,0,3
Cantharellales sp. MUCL 035158 v1.0,https://mycocosm.jgi.doe.gov/Tylas1,0,0,0,7,1,0,3,11
Cantharellus anzutake C23 v1.0,https://mycocosm.jgi.doe.gov/Cananz1,0,0,1,5,1,0,0,7
Capronia coronata CBS 617.96,https://mycocosm.jgi.doe.gov/Capcor1,0,0,3,3,2,3,0,11
Capronia epimyces CBS 606.96,https://mycocosm.jgi.doe.gov/Capep1,0,0,2,7,6,2,0,17
Capronia fungicola CBS 614.96 v1.0,https://mycocosm.jgi.doe.gov/Capfu1,0,0,3,6,4,2,0,15
Capronia semiimmersa CBS27337,https://mycocosm.jgi.doe.gov/Capse1,0,0,4,5,3,2,0,14
Catenaria anguillulae PL171 v2.0,https://mycocosm.jgi.doe.gov/Catan2,0,0,0,1,0,2,0,3
Caulochytrium protostelioides ATCC 52028 single-cell v1.0,https://mycocosm.jgi.doe.gov/Caupr_SCcomb,,,,,,,,0
Caulochytrium protostelioides ATCC 52028 v1.0,https://mycocosm.jgi.doe.gov/Caupr1,0,0,0,2,0,1,0,3
Cenococcum geophilum 1.58 v2.0,https://mycocosm.jgi.doe.gov/Cenge3,3,2,8,6,9,4,1,33
Cephaloascus albidus ATCC 66658 v1.0,https://mycocosm.jgi.doe.gov/Cepal1_1,0,0,0,1,0,2,0,3
Cephaloascus fragrans 12-1022 v1.0,https://mycocosm.jgi.doe.gov/Cepfr1_1,0,0,0,1,0,2,0,3
Ceraceosorus bombacis ATCC 22867,https://mycocosm.jgi.doe.gov/Cerbo1,2,0,3,6,2,2,0,15
Ceraceosorus guamensis MCA 4658 v1.0,https://mycocosm.jgi.doe.gov/Cersp1,1,0,3,7,4,1,0,16
Ceratobasidium sp. 379 v1.0,https://mycocosm.jgi.doe.gov/Cersp379_1,0,0,2,5,1,0,3,11
Ceratobasidium sp. 394 v1.0,https://mycocosm.jgi.doe.gov/Cersp394_1,0,0,3,4,1,0,3,11
Ceratobasidium sp. 423 v1.0,https://mycocosm.jgi.doe.gov/Cersp423_1,0,0,1,3,1,0,7,12
Ceratobasidium sp. anastomosis group I; DN8442 v1.0,https://mycocosm.jgi.doe.gov/CerAGI,0,0,1,9,1,0,2,13
Cercophora caudata CBS 606.72 v1.0,https://mycocosm.jgi.doe.gov/Cercau1,1,2,6,2,12,2,9,34
Cercophora newfieldiana SMH2532-1 v1.0,https://mycocosm.jgi.doe.gov/Cernew1,0,2,4,4,9,2,9,30
Cercophora scortea SMH4131-1 v1.0,https://mycocosm.jgi.doe.gov/Cersc1,0,1,3,8,21,3,3,39
Cercospora berteroae CBS 538.71,https://mycocosm.jgi.doe.gov/Cerbe1,1,1,16,15,12,3,2,50
Cercospora zeae-maydis v1.0,https://mycocosm.jgi.doe.gov/Cerzm1,1,1,8,11,11,2,1,35
Cerinomyces ceraceus ATCC 56525 v1.0,https://mycocosm.jgi.doe.gov/Cercer1,0,0,0,4,2,0,3,9
Cerinomyces crustulinus OMC1686 v1.0,https://mycocosm.jgi.doe.gov/Cercru1,2,0,0,8,4,1,4,19
Ceriporia viridans OMC1683 v1.0,https://mycocosm.jgi.doe.gov/Cervir1,0,0,0,8,2,1,11,22
Ceriporiopsis (Gelatoporia) subvermispora B,https://mycocosm.jgi.doe.gov/Cersu1,0,0,1,9,3,0,9,22
Cerrena unicolor v1.1,https://mycocosm.jgi.doe.gov/Cerun2,1,0,1,9,3,1,13,28
Chaetocladium brefeldii NRRL 2343 v1.0,https://mycocosm.jgi.doe.gov/Chabre1,0,0,1,2,0,1,0,4
